,id,author,abstract,booktitle,title,year,keywords,doi,ISSN,month,start,end,no_of_pages
10,9140844,"F Rigueira, J Bernardino, I Pedrosa","Application servers generate daily log files with a significant part of their activity. This information is recorded sequentially over time but mixes various types of information. The absence of a standard for formatting the data record and the respective volume, make it difficult to extract the corresponding information. The lack of work, specifically in the treatment of SOA server log files, did not allow the comparisson with pre-existing Key Performance Indicators (KPI) or a set of best practices that could be followed. This work results in a description of the process that can serve as a guide for: definition of a logging structure; construction of a data extraction process; definition of a data structure to support the extracted information; definition of control metrics; definition of analysis and control processes for the extracted data.. Given the size of the files and the diversity of types of information that existed, it was necessary to use Python programming for data extraction and pre-treatment, Excel for data pre-treatment, Tableau for statistical treatment and presentation of results.",2020 15th Iberian Conference on Information Systems and Technologies (CISTI),Extraction of information from log files Using Python Programming and Tableau,2020,data mining;data structures;file servers;Python;Tableau;Python programming;application servers;log files;data extraction process;data structure;control metrics;control processes;data pretreatment;information extraction;Service-oriented architecture;Python;Data mining;Process control;Information systems;Programming;Business;Log files;Key Performance Indicators;KPIs;Python;Tableau,10.23919/CISTI49556.2020.9140844,2166-0727,June,1.0,7.0,7.0
11,8776620,"P Prashant, A Tickoo, S Sharma, J Jamil","As the competition among softwares have been increasing day by day, it made the IT sector to grow at different level. Whenever a software product comes into the market, a list of factors begin to originate and demand for changes. Hence there can arise defects in the software and so defects needed to be repaired. Also sales and demands of softwares are increasing day by day . So it becomes difficult to decide which software will be appropriate for the customer. As competitors are adding features and functions everyday to evolve technology that requires new upgrades to support latest versions of software. In order to maintain these new features, to win over prospects , testing is required to be done. Testing can be seen for technical case, business case, and economical case and especially for the reliability estimation.The prediction of faults in the software is another term in case of determining the outcome of the software product and the certain number of testing will be needed. Software reliability models techniques are employed for the perfect optimization on its release time. This research gives the idea of using both original release time and predicted release time to be executed and hence to obtain an optimized cost for release time. This will help to decide the effective cost of reliability of the software. Further going, this will help the customer to have the better selection on choosing the effective software. Thus through the python we have optimized the cost and found the release time of software to decide that this software will give the better output.","2019 9th International Conference on Cloud Computing, Data Science Engineering (Confluence)",Optimization of cost to calculate the release time in software reliability using python,2019,estimation theory;optimisation;program testing;Python;software product lines;software reliability;software reliability models techniques;software product;reliability estimation;release time;cost optimization;Python;Software reliability;Testing;Python;Programming;Mathematical model;Software Reliability;Goel-Okumoto model;Python;Pyomo,10.1109/CONFLUENCE.2019.8776620,,Jan,471.0,474.0,4.0
12,9094996,"X Li, Z Wang","The King Glory is a multiplayer tower defense sports game. This paper is based on Python to implement a game hero information query system. First, the crawler technology is used to get the hero information from the webpage, then the layered architecture is used to develop the software system and experiment on two computers. The user selects the specified hero name in the client interface to get the hero's title and skill information. The experimental results show that the system can query the details of the hero skills in the game.",2019 3rd International Conference on Electronic Information Technology and Computer Engineering (EITCE),Design of King Glory’s Game Query System Based on Python,2019,computer games;Internet;mobile computing;Python;query processing;Python;multiplayer tower defense sports game;game hero information query system;crawler technology;King Glory's game query system;Games;XML;Python;Databases;Servers;Computer architecture;King Glory;Information Query System;Python Language,10.1109/EITCE47263.2019.9094996,,Oct,465.0,468.0,4.0
13,9034617,"W Jordan, A Bejo, A Persada","At this time, there are many products based on embedded systems, each of these products requires an embedded processor. This results in high demand for embedded processors. Therefore, we need a tool that is able to design an embedded processor completely with its software development tool. One of the embedded processor that is developed is GAMA32 processor. GAMA32 processor is a 32-bit embedded processor designed using System C Model. Its processor architecture is General Purpose Processor (GPP). GAMA32 processor has its own software development tool, but it has no compiler. The most common used compiler is open source compiler like GNU Compiler Collection (GCC) and Low Level Virtual Machine (LLVM). However, this two open source compilers are not compatible with GAMA32 processor because their complexity. In this research, a simple and flexible compiler will be developed, especially the Abstract Syntax Tree (AST) generator part using Python library rPLY and the AST's output is in the format of JavaScript Object Notation (JSON). For testing the result of AST generator, 5 statement patterns are used namely if, if-else, while, do-while, and for patterns with initial value, and data type declaration as well. The test results show that the correct AST can be produced from the patterns used.",2019 International Seminar on Research of Information Technology and Intelligent Systems (ISRITI),The Development of Lexer and Parser as Parts of Compiler for GAMA32 Processor’s Instruction-set using Python,2019,authoring languages;embedded systems;instruction sets;microprocessor chips;program compilers;Python;software engineering;virtual machines;open source compiler;embedded systems;software development tool;processor architecture;general purpose processor;GAMA32 processor instruction-set;System C Model;GPP;GNU compiler collection;GCC;low level virtual machine;LLVM;abstract syntax tree generator;AST;JavaScript Object Notation;JSON;Python library rPLY;parser;lexer;Generators;Syntactics;Program processors;Python;Libraries;Grammar;embedded processor;GAMA32;AST generator;Python;JSON,10.1109/ISRITI48646.2019.9034617,,Dec,450.0,455.0,6.0
14,8712177,I Grout,"In this paper, the design and development of a pulse-frequency modulation (PFM) signal generator circuit toolbox targeting the programmable logic device (PLD) is presented. PFM is signal encoding scheme that realizes an analog signal level as a digital bit-stream where the bit-stream frequency is proportional to the analog signal level. It is analogous to pulsewidth modulation (PWM). A Python script is run which sets-up a project and the analog signal to encode into PFM. The user can then generate a PFM signal generator circuit description in VHDL for implementation within a field programmable gate array (FPGA) or complex programmable logic device (CPLD). In this paper, the Xilinx Cool runner-II CPLD is chosen as the target device into which the VHDL circuit description can be synthesized and configured into the CPLD. In addition, a MATLAB script is generated to allow for analysis in MATLAB and a SPICE netlist is generated for analog circuit simulation.",2018 International Electrical Engineering Congress (iEECON),Pulse-Frequency Modulation Signal Generation for Programmable Logic Using Python and VHDL,2018,hardware description languages;programmable logic devices;pulse frequency modulation;Python;signal generators;SPICE;PFM signal generator circuit;pulse-frequency modulation signal generator circuit toolbox;VHDL;programmable logic device;Python;analog circuit simulation;Xilinx Cool runner-II CPLD;bit-stream frequency;digital bit-stream;analog signal level;signal encoding scheme;pulse-frequency modulation signal generation;Low pass filters;Hardware;Pulse width modulation;Clocks;Matlab;Python;pulse-frequency modulation;Python;PLD;VHDL,10.1109/IEECON.2018.8712177,,March,1.0,4.0,4.0
15,9114760,"G Alvarado, G Kukán","When we see a heart problem the response time is crucial for a secure diagnostic. [1] In a previous work a functional prototype was made that allows to determine if a person has tachycardia or bradycardia as an existing pathology. The work was done using MATLAB software; however, this software is licensed and difficult to access since it is not free source. Under this limitation the prototype was reformulated in an open language known as PYTHON. The objective is to be able to achieve the same results as with the previous prototype without affecting the diagnosis. Based on this, a system was developed that diagnoses tachycardia and bradycardia with free software. Pathology detection is performed using a developed algorithm that mixes 3 comparison methods, such as cross spectrum. MSC and coherence. Upon capturing the ECG signal from the patient, the signal enters a DSP that uses these methods and will compare the entry ECG signal with a database created that contains all the possible existing signals according to the medical parameters corresponding to tachycardia and bradycardia. Resulting in a reliable diagnosis.","2019 4th International Conference on Electrical, Electronics, Communication, Computer Technologies and Optimization Techniques (ICEECCOT)",Hearth Detection System Using Coherence Function on python for Tachycardia and Bradycardia,2019,electrocardiography;Matlab;medical signal detection;medical signal processing;Python;hearth detection system;coherence function;heart problem;response time;functional prototype;MATLAB software;free source;open language;PYTHON;bradycardia;free software;pathology detection;entry ECG signal;tachycardia diagnosis;Electrocardiography;Prototypes;Matlab;Coherence;Databases;Python;Real-time systems;Sinus tachycardia;Sinus bradycardia;Coherence function;MSC;Cross spectrum;ECG signal;Python;free OS;Raspberry Pi3;Olimexino,10.1109/ICEECCOT46775.2019.9114760,,Dec,18.0,22.0,5.0
16,8468860,"Z Guanghui, L Yanjun, T Yixiao, W Zhaoxia, Z Chengming","In this paper, the method of Axis Flip was used in the teaching of Python programming. The focus of teaching is shift from coding knowledge to programming skills. After all, it is not how much of knowledge that you have learnt, but whether you grasp the programming skills that counts. In our teaching practice, a series of interesting cases has been designed. Programming courses has been well combined with their professional applications compared with the effect of traditional teaching method. Students' programming capability has been significantly improved, and they basically developed the skills to solve complex professional problems.",2018 13th International Conference on Computer Science Education (ICCSE),Case-Based Teaching Organization for Python Programming that Focuses on Skill Training,2018,computer based training;computer science education;educational courses;programming;Python;teaching;Axis Flip;python programming;programming skills;teaching practice;programming courses;skill training;teaching method;Case-based teaching organization;Programming profession;Python;Training;Organizations;Case-based Teaching;Python Programming;Skill Training;Axis Flip Teaching Method,10.1109/ICCSE.2018.8468860,2473-9464,Aug,1.0,5.0,5.0
17,8858811,"J AlcaláFdez, J Alonso, C Castiello, C Mencar, J SotoHidalgo","JFML is an open source Java library aimed at facilitating interoperability of fuzzy systems by implementing the IEEE Std 1855-2016 - the IEEE Standard for Fuzzy Markup Language (FML) that is sponsored by the IEEE Computational Intelligence Society. We developed a Python wrapper for JFML that enables to use all the functionalities of JFML through a Python 3.x module. The bridge between Python and Java is accomplished through the use of the Py4J framework. As a result, the possibility of using the IEEE standard for representing fuzzy systems is enlarged to a wider community of developers and knowledge engineers, with minimal code redundancy. Experiments show full interoperability between Python programs and JFML without any tangible overhead. We illustrate the use of Py4JFML in a beer style classification case study.",2019 IEEE International Conference on Fuzzy Systems (FUZZ-IEEE),Py4JFML: A Python wrapper for using the IEEE Std 1855-2016 through JFML,2019,fuzzy systems;IEEE standards;Java;open systems;public domain software;Python;software libraries;Py4JFML;Python wrapper;IEEE Std 1855-2016;open source Java library;fuzzy systems;Fuzzy Markup Language;Python 3.x module;Py4J framework;IEEE standard;Python programs;minimal code redundancy;interoperability;beer style classification;Python;Java;Servers;Libraries;Logic gates;IEEE Standards,10.1109/FUZZ-IEEE.2019.8858811,1558-4739,June,1.0,6.0,6.0
18,8947654,"J Tait, T Ripke, L Roger, T Matsuo",Programming languages are vital components of the computer industry in the world today. There are many different programming languages which do not address which language performs the best and more efficiency than the other programming languages. In this paper we present a couple of different algorithms which we tested with a couple of different programming languages. This helps us out by a functional standpoint on which language is the better one. We report the results of the experiment by comparing the results that we have gotten from each of the programming languages. Our results show which programming language is the better suited for each of the algorithms that we tested.,2018 International Conference on Computational Science and Computational Intelligence (CSCI),Comparing Python and C++ Efficiency Through Sorting,2018,"C++ language;Java;Python;sorting;programming language;computer industry;functional standpoint;C++ efficiency;Python;sorting;Python;Arrays;C++ languages;Encyclopedias;Electronic publishing;efficiency, complexity, sorting, python, C++",10.1109/CSCI46756.2018.00172,,Dec,864.0,871.0,8.0
19,8457637,"S Skalicky, J Monson, A Schmidt, M French","We present Hot & Spicy an open-source infrastructure and tool suite for integrating FPGA accelerators in Python applications, provided entirely as Python source code and available at https://spicy.isi.edu. This suite of tools eases the packaging, integration, and binding of accelerators and their C/C++ based drivers callable from a Python application. The Hot & Spicy tools can: (1) translate Python functions to HLS-suitable C functions, (2) generate Python C wrapper bindings, (3) automate the FPGA EDA tool flow, and (4) retarget Python source code to use accelerated libraries. For FPGA experts, this enables increased productivity and supports research on each stage of the flow by providing a framework to integrate additional compilers and optimizations. For everyone else this enables fast, consistent, acceleration of applications on FPGAs. We describe the design principles and flows for supporting high-level Python abstractions in an FPGA development flow. Then we evaluate the overheads of calling C/C++ routines from Python. Lastly, we show the results of accelerating a kernel in a Python image processing application and achieve a 39,137× speedup over the original Python implementation, and 6× speedup over an high-performance, hand-optimized OpenCV library implementation.",2018 IEEE 26th Annual International Symposium on Field-Programmable Custom Computing Machines (FCCM),Hot Spicy: Improving Productivity with Python and HLS for FPGAs,2018,field programmable gate arrays;image processing;Python;open-source infrastructure;tool suite;Python functions;HLS-suitable C functions;FPGA EDA tool flow;FPGA experts;high-level Python abstractions;FPGA development flow;Python image processing application;productivity;FPGA accelerators;Python source code;Hot Spicy tools;Python implementation;C++ based drivers;Python C wrapper bindings;compilers;optimizations;hand-optimized OpenCV library implementation;Tools;Python;Field programmable gate arrays;Acceleration;Hardware design languages;Syntactics;Hardware;Python;HLS;SDSoC;Pynq,10.1109/FCCM.2018.00022,2576-2621,April,85.0,92.0,8.0
20,8170118,"B Malloy, J Power","Background: Python is one of the most popular modern programming languages. In 2008 its authors introduced a new version of the language, Python 3.0, that was not backward compatible with Python 2, initiating a transitional phase for Python software developers. Aims: The study described in this paper investigates the degree to which Python software developers are making the transition from Python 2 to Python 3. Method: We have developed a Python compliance analyser, PyComply, and have assembled a large corpus of Python applications. We use PyComply to measure and quantify the degree to which Python 3 features are being used, as well as the rate and context of their adoption. Results: In fact, Python software developers are not exploiting the new features and advantages of Python 3, but rather are choosing to retain backward compatibility with Python 2. Conclusions: Python developers are confining themselves to a language subset, governed by the diminishing intersection of Python 2, which is not under development, and Python 3, which is under development with new features being introduced as the language continues to evolve.",2017 ACM/IEEE International Symposium on Empirical Software Engineering and Measurement (ESEM),Quantifying the Transition from Python 2 to 3: An Empirical Study of Python Applications,2017,high level languages;software engineering;Python software developers;Python 2;Python applications;Python 3 features;programming languages;Python compliance analyser;Computer languages;Grammar;Tools;Syntactics;Software;Convergence;Semantics;Python;programming language evolution;language features,10.1109/ESEM.2017.45,,Nov,314.0,323.0,10.0
21,8816757,"S Biswas, M Islam, Y Huang, H Rajan","The popularity of Python programming language has surged in recent years due to its increasing usage in Data Science. The availability of Python repositories in Github presents an opportunity for mining software repository research, e.g., suggesting the best practices in developing Data Science applications, identifying bug-patterns, recommending code enhancements, etc. To enable this research, we have created a new dataset that includes 1,558 mature Github projects that develop Python software for Data Science tasks. By analyzing the metadata and code, we have included the projects in our dataset which use a diverse set of machine learning libraries and managed by a variety of users and organizations. The dataset is made publicly available through Boa infrastructure both as a collection of raw projects as well as in a processed form that could be used for performing large scale analysis using Boa language. We also present two initial applications to demonstrate the potential of the dataset that could be leveraged by the community.",2019 IEEE/ACM 16th International Conference on Mining Software Repositories (MSR),Boa Meets Python: A Boa Dataset of Data Science Software in Python Language,2019,data analysis;data mining;learning (artificial intelligence);meta data;program debugging;public domain software;Python;boa dataset;data science software;Python programming language;Python repositories;Data Science applications;bug-patterns;code enhancements;Python software;Data Science tasks;metadata;machine learning libraries;Boa infrastructure;raw projects;Boa language;Github projects;Python;Data science;Libraries;Metadata;Machine learning;Data mining;MSR;Boa;AST;machine learning;data science;open source repositories;program analysis,10.1109/MSR.2019.00086,2574-3864,May,577.0,581.0,5.0
22,8781432,"C López, M Cvetković, P Palensky","DIgSILENT PowerFactory is among the most widely adopted power system analysis tools in research and industry. It provides a comprehensive library of device models and it allows users to define their own. Models for dynamic simulation can be defined in the DIgSILENT Simulation Language (DSL). When the functionality of DSL is insufficient, new DSL functions can be defined in C or C++. However, C and C++ can be challenging for inexperienced programmers. Furthermore, every time the C or C++ code is modified, it needs to be recompiled and PowerFactory needs to be restarted for the changes to take effect, which slows down the workflow, model development, and inhibits rapid prototyping. In this paper we present an open source library that allows users to call Python functions and methods from DSL with minimal effort. Python is a powerful and much easier to use language than C or C++. Additionally, Python programs do not need to be compiled. Furthermore, with this library PowerFactory does not need to be restarted every time the Python code is changed. To illustrate what can be accomplished with our library we present three example use cases related to load modeling, co-simulation, and fault detection based on machine learning. The examples show that it becomes straightforward to enhance DSL with Python and that sophisticated models can be produced with reduced effort using popular open source Python libraries. As a consequence, PowerFactory users gain access to enhanced modeling capabilities and user-friendliness, and a more speedy workflow, which is beneficial for rapid prototyping.",2019 IEEE 28th International Symposium on Industrial Electronics (ISIE),Enhancing PowerFactory Dynamic Models with Python for Rapid Prototyping,2019,fault diagnosis;learning (artificial intelligence);power engineering computing;power system analysis computing;power system simulation;public domain software;Python;simulation languages;software libraries;device models;dynamic simulation;DIgSILENT Simulation Language;DSL functions;model development;rapid prototyping;open source library;Python functions;Python programs;Python code;load modeling;PowerFactory users;user-friendliness;PowerFactory dynamic models;DIgSILENT PowerFactory;PowerFactory;open source Python libraries;power system analysis tools;C;C++;DSL;Python;Libraries;Load modeling;C++ languages;Power system dynamics;Rapid prototyping;Co-simulation;DSL;dynamic simulation;machine-learning;PowerFactory;Python,10.1109/ISIE.2019.8781432,2163-5145,June,93.0,99.0,7.0
23,8479617,"M Swain, S Dhariwal, G Kumar","Malaria represent a serious public health problem of humans and animals worldwide. Malaria is endemic in more than 100 countries while majority of the cases occurs in tropic countries. Estimation of parasitemia (in stained blood smears) is an important parameter in malaria diagnosis and malaria research, however is being perform manually since binging, which is a time consuming method. In contrast this study proposes a Python (Open CV) bases image processing tool for easy, user friendly, accurate and cost effective calculation of parasitemia. During this process, initially the malaria positive blood smear image was acquired and a Python Code for Image Processing was developed which includes image decomposition, cell size estimation, morphological transformation and parasitemia calculation. Proposed tool resulted in 7.42% of parasitemia which in contrast to manual calculation (6.42% parasitemia), 90.00% accurate. Based on the above observations it can be concluded that the Python based image processing tool is a very effective approach of rapid calculation of parasitemia.",2018 International Conference on Intelligent Circuits and Systems (ICICS),A Python (Open CV) Based Automatic Tool for Parasitemia Calcuation in Peripheral Blood Smear,2018,biomedical optical imaging;blood;cellular biophysics;diseases;filtering theory;image classification;image colour analysis;image processing;image segmentation;medical image processing;patient diagnosis;Python based image processing tool;manual calculation;cell size estimation;image decomposition;Python Code;malaria positive blood smear image;cost effective calculation;Python bases image processing tool;malaria diagnosis;stained blood smears;tropic countries;serious public health problem;peripheral blood smear;parasitemia calcuation;automatic tool;Open CV;Diseases;Tools;Blood;Image processing;Estimation;Manuals;Python;Python;Parasitemia;Open CV,10.1109/ICICS.2018.00096,,April,445.0,448.0,4.0
24,8789108,"X Zhang, D Zhang","With the rise of Python language in these years, more and more developers start to use Python language to do researches. Python language has its own advantage on Encryption algorithm. This paper discusses the principles of Caesar Cipher, Simple Substitution Cipher and Vigenere Cipher and their operating process based on Python, then concludes the characteristics and disadvantages of these Encryption algorithms from security and efficiency. It points out their applicable range, and in the end, forecasts the future of the Encryption algorithm based on Python.","2017 International Conference on Computer Technology, Electronics and Communication (ICCTEC)",Research on Encryption Algorithm Based on Python,2017,cryptography;Python;encryption algorithm;Python language;Caesar Cipher;Vigenere Cipher;simple substitution cipher;operating process;Ciphers;Encryption;Python;Nonlinear optics;Optical imaging;Encryption algorithm;Caesar Cipher;Simple Substitution Cipher;Vigenere Cipher,10.1109/ICCTEC.2017.00132,,Dec,586.0,588.0,3.0
